name,category,rating,address,scraped_at,url,status
Kp babakan,Tujuan Wisata,,"FQV3+77, Linggamanik, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:10:29.799651Z,https://www.google.com/maps/place/Kp+babakan/data=!4m7!3m6!1s0x2e66190c65cc2b1b:0x550dcfdd6722dc18!8m2!3d-7.506809!4d107.753222!16s%2Fg%2F11l5p5gs19!19sChIJGyvMZQwZZi4RGNwiZ93PDVU?authuser=0&hl=id&rclk=1,success
Taman Wisata Beko Cibatu,Taman,3.9,"WX4M+C62, Jl. Ki Hajar Dewantara, Kp.Asem, Keresek, Kec. Cibatu, Kabupaten Garut, Jawa Barat 44185",2026-07-24T04:10:32.894704Z,https://www.google.com/maps/place/Taman+Wisata+Beko+Cibatu/data=!4m7!3m6!1s0x2e68b522743a42f3:0x96a48fa0048c97e8!8m2!3d-7.0953731!4d107.9797352!16s%2Fg%2F11j2369ljp!19sChIJ80I6dCK1aC4R6JeMBKCPpJY?authuser=0&hl=id&rclk=1,success
Eco Wisata Desa Wanasari,Tujuan Wisata,,"RXPG+JWM, Wanasari, Kec. Wanaraja, Kabupaten Garut, Jawa Barat 44183",2026-07-24T04:10:34.589066Z,https://www.google.com/maps/place/Eco+Wisata+Desa+Wanasari/data=!4m7!3m6!1s0x2e68b3007d06d799:0x962ad30a2e50c15c!8m2!3d-7.1634106!4d107.9772877!16s%2Fg%2F11m_6hdxvt!19sChIJmdcGfQCzaC4RXMFQLgrTKpY?authuser=0&hl=id&rclk=1,success
Snorkeling sayang heulang beach,Tujuan Wisata,4.7,"8MJX+F52, Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat",2026-07-24T04:10:36.761303Z,https://www.google.com/maps/place/Snorkeling+sayang+heulang+beach/data=!4m7!3m6!1s0x2e661714025919a3:0x1f67c216369a69bb!8m2!3d-7.6688633!4d107.6978897!16s%2Fg%2F11hz5z11qm!19sChIJoxlZAhQXZi4Ru2maNhbCZx8?authuser=0&hl=id&rclk=1,success
Cipanas Desa No.02 RT 01 RW 02 Desa Kertajaya,Tujuan Wisata,5.0,"VXPJ+423, Kertajaya, Kec. Cibatu, Kabupaten Garut, Jawa Barat 44185",2026-07-24T04:10:38.426133Z,https://www.google.com/maps/place/Cipanas+Desa+No.02+RT+01+RW+02+Desa+Kertajaya/data=!4m7!3m6!1s0x2e68b55bc6501ba5:0x4436da04f24d1c70!8m2!3d-7.1147493!4d107.980044!16s%2Fg%2F11shxyq74x!19sChIJpRtQxlu1aC4RcBxN8gTaNkQ?authuser=0&hl=id&rclk=1,success
Hutan Kota Pasir Muncang,Taman,4.4,"RW53+3GR, Haurpanggung, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:10:41.015286Z,https://www.google.com/maps/place/Hutan+Kota+Pasir+Muncang/data=!4m7!3m6!1s0x2e68b0e25bd237cf:0xb674d679e9d87f36!8m2!3d-7.1922532!4d107.9037623!16s%2Fg%2F11bx520d94!19sChIJzzfSW-KwaC4RNn_Y6XnWdLY?authuser=0&hl=id&rclk=1,success
Kawah Darajat,Tujuan Wisata,4.3,"QPCH+FF6, Padaawas, Pasirwangi, Sarimukti, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:10:43.957638Z,https://www.google.com/maps/place/Kawah+Darajat/data=!4m7!3m6!1s0x2e68bc8d1d5ba7bd:0x36a376134fa7b7a6!8m2!3d-7.2288479!4d107.7286503!16s%2Fg%2F122ds6v_!19sChIJvadbHY28aC4RprenTxN2ozY?authuser=0&hl=id&rclk=1,success
Bumi Upi,Restoran Indonesia,4.5,"Jl. Cimanuk No.312, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44150",2026-07-24T04:10:46.479120Z,https://www.google.com/maps/place/Bumi+Upi/data=!4m7!3m6!1s0x2e68b12830e65c0b:0x2c91d54344bce017!8m2!3d-7.203467!4d107.890253!16s%2Fg%2F11ks6m4vlr!19sChIJC1zmMCixaC4RF-C8REPVkSw?authuser=0&hl=id&rclk=1,success
Awit Sinar Alam Darajat Garut,Tujuan Wisata,4.4,"Kp. Awit Darajat, Jl. Darajat No.Km 24, RT.006/RW.005, Padaawas, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44162",2026-07-24T04:10:49.066064Z,https://www.google.com/maps/place/Awit+Sinar+Alam+Darajat+Garut/data=!4m7!3m6!1s0x2e68a5affe1d95e3:0x5218372182dac87e!8m2!3d-7.2186179!4d107.7414247!16s%2Fg%2F1hm6k6b25!19sChIJ45Ud_q-laC4RfsjagiE3GFI?authuser=0&hl=id&rclk=1,success
Wisata Alam Batu Lempar,Tujuan Wisata,4.6,"PXV5+RGQ, Jl. Godog, Godog, Kec. Karangpawitan, Kabupaten Garut, Jawa Barat 44182",2026-07-24T04:10:52.484844Z,https://www.google.com/maps/place/Wisata+Alam+Batu+Lempar/data=!4m7!3m6!1s0x2e68adf8363c1f9b:0x8226c7c914506e7!8m2!3d-7.255405!4d107.958849!16s%2Fg%2F11h8brr_hr!19sChIJmx88NvitaC4R5wZFkXxsIgg?authuser=0&hl=id&rclk=1,success
Desa Wisata Saung Ciburial,Tujuan Wisata,4.5,"Sukalaksana, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:10:54.498336Z,https://www.google.com/maps/place/Desa+Wisata+Saung+Ciburial/data=!4m7!3m6!1s0x2e68ba546209b903:0xa71cc115b72812f9!8m2!3d-7.2050522!4d107.8123723!16s%2Fg%2F11c0vyr089!19sChIJA7kJYlS6aC4R-RIotxXBHKc?authuser=0&hl=id&rclk=1,success
Wisata,Hotel,,"QWC5+PJ5, Kota Kulon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44112",2026-07-24T04:10:56.378946Z,https://www.google.com/maps/place/Wisata/data=!4m7!3m6!1s0x2e68b1ab371c6c6b:0x2aa1a760dc143dad!8m2!3d-7.2282436!4d107.9090975!16s%2Fg%2F11tf7gb0bd!19sChIJa2wcN6uxaC4RrT0U3GCnoSo?authuser=0&hl=id&rclk=1,success
Es Goyobod Ude,Restoran,4.6,"Jl. Kiansantang No.24, Paminggir, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",2026-07-24T04:10:58.990048Z,https://www.google.com/maps/place/Es+Goyobod+Ude/data=!4m7!3m6!1s0x2e68b04c4612db1f:0xbbc72aa6c1f382b8!8m2!3d-7.2191861!4d107.9015997!16s%2Fg%2F11c0r5bwmv!19sChIJH9sSRkywaC4RuILzwaYqx7s?authuser=0&hl=id&rclk=1,success
View deck sayang heulang,Tujuan Wisata,4.7,"8PJ3+X9Q, Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",2026-07-24T04:11:01.249625Z,https://www.google.com/maps/place/View+deck+sayang+heulang/data=!4m7!3m6!1s0x2e66179ce82c0c3f:0x478e86e3bc0fcf70!8m2!3d-7.6678326!4d107.7033396!16s%2Fg%2F11t30ztrw3!19sChIJPwws6JwXZi4RcM8PvOOGjkc?authuser=0&hl=id&rclk=1,success
Curug Sanghyang Taraje,Tujuan Wisata,4.6,"Kp. Kombongan, Pakenjeng, Kec. Pamulihan, Kabupaten Garut, Jawa Barat 44164",2026-07-24T04:11:03.427823Z,https://www.google.com/maps/place/Curug+Sanghyang+Taraje/data=!4m7!3m6!1s0x2e661fe6b255124b:0x2c43d0576a0f62f8!8m2!3d-7.4266177!4d107.6876426!16s%2Fg%2F11c6w0585j!19sChIJSxJVsuYfZi4R-GIPalfQQyw?authuser=0&hl=id&rclk=1,success
K. ASEP PARK 2,Tujuan Wisata,,"FPFP+Q5X, Linggamanik, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:11:05.409677Z,https://www.google.com/maps/place/K.+ASEP+PARK+2/data=!4m7!3m6!1s0x2e66199140804f89:0x6da2e32c41c5cbbd!8m2!3d-7.5255055!4d107.7354848!16s%2Fg%2F11kq_3gbqd!19sChIJiU-AQJEZZi4RvcvFQSzjom0?authuser=0&hl=id&rclk=1,success
Wisata TONJONG,Tujuan Wisata,4.8,"GMQC+W39, Jl. Raya Depok Bungbulang, Depok, Kec. Pakenjeng, Kabupaten Garut, Jawa Barat 44164",2026-07-24T04:11:07.888538Z,https://www.google.com/maps/place/Wisata+TONJONG/data=!4m7!3m6!1s0x2e661f651387aa73:0x8a7724070bc5a4e6!8m2!3d-7.4602095!4d107.6702311!16s%2Fg%2F11hy50yldd!19sChIJc6qHE2UfZi4R5qTFCwckd4o?authuser=0&hl=id&rclk=1,success
Wisata alam reuma,Area Mendaki,,"pangadegan No.12, Margawati, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44113",2026-07-24T04:11:10.655509Z,https://www.google.com/maps/place/Wisata+alam+reuma/data=!4m7!3m6!1s0x2e68af002ac7bf15:0xb63668408f6061cc!8m2!3d-7.2689451!4d107.9324442!16s%2Fg%2F11vxmkv5lt!19sChIJFb_HKgCvaC4RzGFgj0BoNrY?authuser=0&hl=id&rclk=1,success
Pantai Cijeruk Indah,Pantai,4.3,"Sagara, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44176",2026-07-24T04:11:12.800199Z,https://www.google.com/maps/place/Pantai+Cijeruk+Indah/data=!4m7!3m6!1s0x2e65fba2a017818b:0xef7badd2836c50e2!8m2!3d-7.706096!4d107.8356724!16s%2Fg%2F11bxvhg94c!19sChIJi4EXoKL7ZS4R4lBsg9Kte-8?authuser=0&hl=id&rclk=1,success
Ramen Gorilla,Restoran Jepang,4.4,"Jl. Terusan Pembangunan, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:11:15.468750Z,https://www.google.com/maps/place/Ramen+Gorilla/data=!4m7!3m6!1s0x2e68b0fe9977618b:0x63fb794575b15478!8m2!3d-7.2009594!4d107.9014532!16s%2Fg%2F11bccm5j6m!19sChIJi2F3mf6waC4ReFSxdUV5-2M?authuser=0&hl=id&rclk=1,success
Pantai Gunung Sulah,Taman bermain,4.9,"9MR2+7J, Cigadog, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:11:18.408721Z,https://www.google.com/maps/place/Pantai+Gunung+Sulah/data=!4m7!3m6!1s0x2e663dabf341f677:0x6856586056cd5b7c!8m2!3d-7.6043069!4d107.6578473!16s%2Fg%2F11l2hz3scc!19sChIJd_ZB86s9Zi4RfFvNVmBYVmg?authuser=0&hl=id&rclk=1,success
Pantai Gunung Geder Cikelet,Tujuan Wisata,4.2,"9MM7+798, Cijambe, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:11:20.727323Z,https://www.google.com/maps/place/Pantai+Gunung+Geder+Cikelet/data=!4m7!3m6!1s0x2e663d630800f4b1:0x96d05fdf5885f001!8m2!3d-7.6168354!4d107.6634662!16s%2Fg%2F11cn3lsy8g!19sChIJsfQACGM9Zi4RAfCFWN9f0JY?authuser=0&hl=id&rclk=1,success
Pantai Taman Manalusu,Tujuan Wisata,4.4,"Indian Ocean, Kabupaten Garut, Jawa Barat",2026-07-24T04:11:22.813114Z,https://www.google.com/maps/place/Pantai+Taman+Manalusu/data=!4m7!3m6!1s0x2e663d2ad1bb403d:0x3939d35c4710f9cf!8m2!3d-7.5902891!4d107.6239562!16s%2Fg%2F11c0pnxgk7!19sChIJPUC70So9Zi4Rz_kQR1zTOTk?authuser=0&hl=id&rclk=1,success
Curug Cikopo,Tujuan Wisata,4.2,"JMCJ+VVV, Garumukti, Kec. Pamulihan, Kabupaten Garut, Jawa Barat 44168",2026-07-24T04:11:25.320699Z,https://www.google.com/maps/place/Curug+Cikopo/data=!4m7!3m6!1s0x2e68a1d235940249:0x9e153688e5555d8b!8m2!3d-7.3777655!4d107.6821615!16s%2Fg%2F11fylv8m3s!19sChIJSQKUNdKhaC4Ri11V5Yg2FZ4?authuser=0&hl=id&rclk=1,success
Wisata Kp. Leuwi Panjang,Tujuan Wisata,,"Kp.Leuwi Panjang, Girimukti, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:11:27.229355Z,https://www.google.com/maps/place/Wisata+Kp.+Leuwi+Panjang/data=!4m7!3m6!1s0x2e6619b6cfcd5a4f:0x11d5e6f0f82d21a4!8m2!3d-7.510832!4d107.707269!16s%2Fg%2F11khs8jct2!19sChIJT1rNz7YZZi4RpCEt-PDm1RE?authuser=0&hl=id&rclk=1,success
HdG Kampung Amsterdam Dayeuh Manggung Garut,Tujuan Wisata,4.3,"MWM5+JH6, Unnamed Road, Sukatani, Kec. Cilawu, Kabupaten Garut, Jawa Barat 44181",2026-07-24T04:11:30.115188Z,https://www.google.com/maps/place/HdG+Kampung+Amsterdam+Dayeuh+Manggung+Garut/data=!4m7!3m6!1s0x2e68aed902f7c0b9:0xecd388a0f2cb8fdc!8m2!3d-7.315956!4d107.9088756!16s%2Fg%2F11g9dk1m98!19sChIJucD3AtmuaC4R3I_L8qCI0-w?authuser=0&hl=id&rclk=1,success
Pantai Pelabuhan Cimari Muara,Tujuan Wisata,4.5,"CJ88+WQ5, Karangsari, Kec. Pakenjeng, Kabupaten Garut, Jawa Barat 44164",2026-07-24T04:11:32.593936Z,https://www.google.com/maps/place/Pantai+Pelabuhan+Cimari+Muara/data=!4m7!3m6!1s0x2e662306aaaaaaab:0x4c271e45c09909f0!8m2!3d-7.5827383!4d107.6169852!16s%2Fg%2F11bw5071rw!19sChIJq6qqqgYjZi4R8AmZwEUeJ0w?authuser=0&hl=id&rclk=1,success
Roti & Kopi Gudang Rasa,Kafe,4.6,"Jl. Bank No.09, Paminggir, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",2026-07-24T04:11:35.771863Z,https://www.google.com/maps/place/Roti+%26+Kopi+Gudang+Rasa/data=!4m7!3m6!1s0x2e68b051811c9be9:0xb0d7a3b8956c8710!8m2!3d-7.2136918!4d107.8996357!16s%2Fg%2F11c2qqg2rd!19sChIJ6ZscgVGwaC4REIdslbij17A?authuser=0&hl=id&rclk=1,success
Dermaga Timur Pantai Rancabuaya,Tujuan Wisata,4.8,"FF9H+GWH, Unnamed Road, Purbayani, Kec. Caringin, Kabupaten Garut, Jawa Barat 44166",2026-07-24T04:11:37.774082Z,https://www.google.com/maps/place/Dermaga+Timur+Pantai+Rancabuaya/data=!4m7!3m6!1s0x2e6625eba1824971:0xf631547f185e52b7!8m2!3d-7.5311915!4d107.4798579!16s%2Fg%2F11rfq4zzlk!19sChIJcUmCoeslZi4Rt1JeGH9UMfY?authuser=0&hl=id&rclk=1,success
Tirtagangga Hot Spring Resort,N/A,4.5,"Jl. Raya Cipanas No.130, Cimanganten, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:11:40.773102Z,https://www.google.com/maps/place/Tirtagangga+Hot+Spring+Resort/data=!4m10!3m9!1s0x2e68b0bad962c173:0x8a6fb386c89f7308!5m2!4m1!1i2!8m2!3d-7.1779975!4d107.8713149!16s%2Fg%2F1tdt3w5v!19sChIJc8Fi2bqwaC4RCHOfyIazb4o?authuser=0&hl=id&rclk=1,success
N/A,N/A,,N/A,2026-07-24T11:11:41.776584,https://www.google.com/maps/place/Curug+Ngebul/data=!4m7!3m6!1s0x2e661d003a4d9d4f:0x49567e6470ca930f!8m2!3d-7.4517689!4d107.8090481!16s%2Fg%2F11msmqtdpz!19sChIJT51NOgAdZi4RD5PKcGR-Vkk?authuser=0&hl=id&rclk=1,failed
Darajat Pass,N/A,4.5,"Jl. Puncak Darajat No.14, Karyamekar, Kec. Pasirwangi, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:12:41.008920Z,https://www.google.com/maps/place/Darajat+Pass/data=!4m10!3m9!1s0x2e68a5b004ceabfb:0x3814becc0fa05bd0!5m2!4m1!1i2!8m2!3d-7.217783!4d107.745082!16s%2Fg%2F1hm5tqcky!19sChIJ-6vOBLClaC4R0FugD8y-FDg?authuser=0&hl=id&rclk=1,success
Padepokan Juragan Empang,Tujuan Wisata,5.0,"GQ5V+W7V, Neglasari, Kec. Cisompet, Kabupaten Garut, Jawa Barat 44174",2026-07-24T04:12:43.768281Z,https://www.google.com/maps/place/Padepokan+Juragan+Empang/data=!4m7!3m6!1s0x2e661dc99f9c65c3:0x3c9eb672e4ece326!8m2!3d-7.490132!4d107.7931592!16s%2Fg%2F11jzxlmjm3!19sChIJw2Wcn8kdZi4RJuPs5HK2njw?authuser=0&hl=id&rclk=1,success
Taman Wisata Puncak Cisaruni,Taman,4.4,"JPQW+JFX, Unnamed Road, Margamulya, Kec. Cikajang, Kabupaten Garut, Jawa Barat 44171",2026-07-24T04:12:46.194719Z,https://www.google.com/maps/place/Taman+Wisata+Puncak+Cisaruni/data=!4m7!3m6!1s0x2e68a1394958899d:0x40c8b6b4aa9dcd49!8m2!3d-7.3608795!4d107.7462301!16s%2Fg%2F11gflxrthr!19sChIJnYlYSTmhaC4RSc2dqrS2yEA?authuser=0&hl=id&rclk=1,success
Pantai Sayang Heulang,Pantai,4.4,"Unnamed Road, Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",2026-07-24T04:12:48.491168Z,https://www.google.com/maps/place/Pantai+Sayang+Heulang/data=!4m7!3m6!1s0x2e66160b1d29e995:0x34663b09eb8e26b4!8m2!3d-7.667897!4d107.6903758!16s%2Fg%2F11g871qh5w!19sChIJlekpHQsWZi4RtCaO6wk7ZjQ?authuser=0&hl=id&rclk=1,success
RM Sugema Raya,Restoran Sunda,4.5,"RW52+W6J, Jl. Suherman, Tarogong, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:12:50.485010Z,https://www.google.com/maps/place/RM+Sugema+Raya/data=!4m7!3m6!1s0x2e68b1d71e5dea1d:0xc23d0fab9e7f52eb!8m2!3d-7.1901578!4d107.9005303!16s%2Fg%2F11flm9rtl9!19sChIJHepdHtexaC4R61J_nqsPPcI?authuser=0&hl=id&rclk=1,success
Kebun Mawar SITUHAPA Samarang,N/A,4.5,"Jl. Raya Kamojang No.KM. 5, Sukakarya, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:12:52.872311Z,https://www.google.com/maps/place/Kebun+Mawar+SITUHAPA+Samarang/data=!4m7!3m6!1s0x2e68bbd1a497396d:0x9686b95d592149b8!8m2!3d-7.1938275!4d107.8109245!16s%2Fg%2F12hnmg7dv!19sChIJbTmXpNG7aC4RuEkhWV25hpY?authuser=0&hl=id&rclk=1,success
Kebun anggur rancaucing,Tujuan Wisata,5.0,"RXW6+XM8, Binakarya, Kec. Banyuresmi, Kabupaten Garut, Jawa Barat 44191",2026-07-24T04:12:54.603419Z,https://www.google.com/maps/place/Kebun+anggur+rancaucing/data=!4m7!3m6!1s0x2e68b5786c893993:0xdb38d8a27695a6cb!8m2!3d-7.152597!4d107.9616588!16s%2Fg%2F11tf4_9sjs!19sChIJkzmJbHi1aC4Ry6aVdqLYONs?authuser=0&hl=id&rclk=1,success
Wisata Situ Bagendit 2,Tujuan Wisata,4.4,"RWPV+8RC, Sukaratu, Kec. Banyuresmi, Kabupaten Garut, Jawa Barat 44191",2026-07-24T04:12:57.499407Z,https://www.google.com/maps/place/Wisata+Situ+Bagendit+2/data=!4m7!3m6!1s0x2e68b17ec1749b7b:0xda091e6b5bc94e75!8m2!3d-7.1641949!4d107.9445206!16s%2Fg%2F11fj316mng!19sChIJe5t0wX6xaC4RdU7JW2seCdo?authuser=0&hl=id&rclk=1,success
Kubang Bale,Tujuan Wisata,5.0,"GP84+W76, Girimukti, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:12:59.980531Z,https://www.google.com/maps/place/Kubang+Bale/data=!4m7!3m6!1s0x2e661fbd0656bfd3:0xe3f276955e39491!8m2!3d-7.4827067!4d107.7056282!16s%2Fg%2F11vhgfx2jc!19sChIJ079WBr0fZi4RkZTjVWknPw4?authuser=0&hl=id&rclk=1,success
Curug Cigandi,Tujuan Wisata,3.7,"PV65+C98, Unnamed Road, Hegarmanah, Kec. Bayongbong, Kabupaten Garut, Jawa Barat 44162",2026-07-24T04:13:03.217799Z,https://www.google.com/maps/place/Curug+Cigandi/data=!4m7!3m6!1s0x2e68af304226d1c5:0x91fbb0820deb0b7b!8m2!3d-7.288961!4d107.858445!16s%2Fg%2F11hdqp1gwd!19sChIJxdEmQjCvaC4RewvrDYKw-5E?authuser=0&hl=id&rclk=1,success
Curug Cilimbung,Area Rekreasi Alam,5.0,"FRX6+8F2, Neglasari, Kec. Cisompet, Kabupaten Garut, Jawa Barat 44174",2026-07-24T04:13:05.372834Z,https://www.google.com/maps/place/Curug+Cilimbung/data=!4m7!3m6!1s0x2e661bfab9067443:0x77b5df71c2aec057!8m2!3d-7.5017375!4d107.8111406!16s%2Fg%2F11fv4dbbr4!19sChIJQ3QGufobZi4RV8CuwnHftXc?authuser=0&hl=id&rclk=1,success
Tujuh Curug Cimanganten,Tujuan Wisata,4.5,"QQWQ+GQM, Kp. Kawungluwuk, Padamulya, Garut, Kabupaten Garut, Jawa Barat 44161",2026-07-24T04:13:07.185106Z,https://www.google.com/maps/place/Tujuh+Curug+Cimanganten/data=!4m7!3m6!1s0x2e68bba23876e8e7:0xbbb82c494e7fb92a!8m2!3d-7.2036562!4d107.7894067!16s%2Fg%2F11cjj5c82y!19sChIJ5-h2OKK7aC4RKrl_TkksuLs?authuser=0&hl=id&rclk=1,success
Kuliner Guntur,Kafe,5.0,"Jl. Guntur No.267, Kota Wetan, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44111",2026-07-24T04:13:09.755299Z,https://www.google.com/maps/place/Kuliner+Guntur/data=!4m7!3m6!1s0x2e68b1ee864433f3:0xa8bc1c1f8fa57992!8m2!3d-7.2139809!4d107.9128117!16s%2Fg%2F11tn7yb93j!19sChIJ8zNEhu6xaC4Rknmljx8cvKg?authuser=0&hl=id&rclk=1,success
Saung Pananjung,Restoran Steak,4.4,"Jl. Cipanas Baru No.509, Pananjung, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:13:12.339680Z,https://www.google.com/maps/place/Saung+Pananjung/data=!4m7!3m6!1s0x2e68b0c5f79ef199:0xbaf5d7368170c738!8m2!3d-7.1753622!4d107.8891842!16s%2Fg%2F11ck1qb1h2!19sChIJmfGe98WwaC4ROMdwgTbX9bo?authuser=0&hl=id&rclk=1,success
Curug Nini Cikelet,Tujuan Wisata,3.0,"CPGM+F74, Linggamanik, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:13:14.832102Z,https://www.google.com/maps/place/Curug+Nini+Cikelet/data=!4m7!3m6!1s0x2e6619c497ec2da3:0x181e2b222a467b4a!8m2!3d-7.573853!4d107.7332143!16s%2Fg%2F11dxr0v_pd!19sChIJoy3sl8QZZi4RSntGKiIrHhg?authuser=0&hl=id&rclk=1,success
Rumah Makan Lumbung Padi Garut,Restoran,4.5,"QWC2+FM3, Jl. Raya Bayongbong - Garut, RW.1, Muara Sanding, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44119",2026-07-24T04:13:17.831537Z,https://www.google.com/maps/place/Rumah+Makan+Lumbung+Padi+Garut/data=!4m7!3m6!1s0x2e68b14a09790e01:0x8c09c7222476de75!8m2!3d-7.2288526!4d107.9016854!16s%2Fg%2F11pb1s4ngl!19sChIJAQ55CUqxaC4Rdd52JCLHCYw?authuser=0&hl=id&rclk=1,success
Pantai Punaga,Pantai,4.4,"Jawa Barat",2026-07-24T04:13:19.490892Z,https://www.google.com/maps/place/Pantai+Punaga/data=!4m7!3m6!1s0x2e661420510f1f61:0x70e9c0e7af895d33!8m2!3d-7.6708333!4d107.7375!16s%2Fg%2F11c533yzlz!19sChIJYR8PUSAUZi4RM12Jr-fA6XA?authuser=0&hl=id&rclk=1,success
Wisata Desa Pangauban,Tujuan Wisata,4.7,"PQHH+232, Unnamed Road, Pangauban, Kec. Cisurupan, Kabupaten Garut, Jawa Barat 44163",2026-07-24T04:13:21.624754Z,https://www.google.com/maps/place/Wisata+Desa+Pangauban/data=!4m7!3m6!1s0x2e68a5ae89c6ebaf:0x8e56b6e2da2356d8!8m2!3d-7.2724924!4d107.7776545!16s%2Fg%2F11rfl8d6ly!19sChIJr-vGia6laC4R2FYj2uK2Vo4?authuser=0&hl=id&rclk=1,success
Santolo beach 2,Taman,4.5,"8MWQ+4MR, Jl. Pantai Santolo, Pamalayan, Kec. Cikelet, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:13:23.579359Z,https://www.google.com/maps/place/Santolo+beach+2/data=!4m7!3m6!1s0x2e661759e9a5b63b:0xe8108215a93122db!8m2!3d-7.6546485!4d107.6891264!16s%2Fg%2F11nn0t94vr!19sChIJO7al6VkXZi4R2yIxqRWCEOg?authuser=0&hl=id&rclk=1,success
Penginapan & Peralatan Camping Pantai Santolo,Layanan Sewa Tenda,4.2,"Jl. Pantai Santolo, Pamalayan, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44177",2026-07-24T04:13:25.837046Z,https://www.google.com/maps/place/Penginapan+%26+Peralatan+Camping+Pantai+Santolo/data=!4m7!3m6!1s0x2e6617c88ba7a6c7:0x7a479e8d5128b34f!8m2!3d-7.6584587!4d107.688705!16s%2Fg%2F11nn0th35n!19sChIJx6ani8gXZi4RT7MoUY2eR3o?authuser=0&hl=id&rclk=1,success
Gunung Putri Intan Dewata,Tujuan Wisata,4.3,"RR9X+RHR, Mekarjaya, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:13:27.718718Z,https://www.google.com/maps/place/Gunung+Putri+Intan+Dewata/data=!4m7!3m6!1s0x2e68bb19383abf25:0x97a4326fd08e42bb!8m2!3d-7.1803822!4d107.8488813!16s%2Fg%2F11j9cxpvtj!19sChIJJb86OBm7aC4Ru0KO0G8ypJc?authuser=0&hl=id&rclk=1,success
Rumah Makan Khas Sunda Cibiuk,Restoran Sunda,4.6,"Jl. Otista No.321, Pananjung, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 40115",2026-07-24T04:13:29.581748Z,https://www.google.com/maps/place/Rumah+Makan+Khas+Sunda+Cibiuk/data=!4m7!3m6!1s0x2e68b0cf83293649:0x2103282daaa72eca!8m2!3d-7.1747119!4d107.8908507!16s%2Fg%2F1tjrygrn!19sChIJSTYpg8-waC4Ryi6nqi0oAyE?authuser=0&hl=id&rclk=1,success
Nagara Hot Spring Experience,Kolam Renang Umum,4.7,"Jl. Raya Cipanas No.18, Rancabango, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151",2026-07-24T04:13:32.265850Z,https://www.google.com/maps/place/Nagara+Hot+Spring+Experience/data=!4m7!3m6!1s0x2e68b132f4f9cdf1:0x9c35c974d3f7e36a!8m2!3d-7.1779611!4d107.8707794!16s%2Fg%2F11vk39t0_h!19sChIJ8c359DKxaC4RauP303TJNZw?authuser=0&hl=id&rclk=1,success
Wisata Kebun Naga Poernama Garut,Tujuan Wisata,4.7,"Bayongbong, Kec. Bayongbong, Kabupaten Garut, Jawa Barat 44162",2026-07-24T04:13:35.369256Z,https://www.google.com/maps/place/Wisata+Kebun+Naga+Poernama+Garut/data=!4m7!3m6!1s0x2e68a55f6bddc72d:0x1b6d6214e777a0a!8m2!3d-7.2741217!4d107.8212185!16s%2Fg%2F11fk46f3w4!19sChIJLcfda1-laC4RCnp3TiHWtgE?authuser=0&hl=id&rclk=1,success
